epoch,train_loss,train_error,valid_loss,valid_error,test_error
001,0.180060,0.044444,0.03337,0.00000,
002,0.062689,0.011111,0.02000,0.00000,
003,0.018950,0.000000,0.01696,0.00000,
004,0.032019,0.000000,0.00987,0.00000,
005,0.016820,0.000000,0.00686,0.00000,
006,0.006436,0.000000,0.00561,0.00000,
007,0.006896,0.000000,0.00420,0.00000,
008,0.004857,0.000000,0.00370,0.00000,
009,0.003448,0.000000,0.00313,0.00000,
