epoch,train_loss,train_error,valid_loss,valid_error,test_error
001,2.923309,0.600000,0.17818,0.00000,
002,0.002466,0.000000,1.12951,1.00000,
003,0.001310,0.000000,2.76180,1.00000,
004,0.000931,0.000000,4.00450,1.00000,
005,0.000730,0.000000,4.95527,1.00000,
006,0.000593,0.000000,4.63305,1.00000,
007,0.000582,0.000000,4.36635,1.00000,
008,0.000572,0.000000,4.17299,1.00000,
009,0.000562,0.000000,3.92297,1.00000,
010,0.000561,0.000000,3.72514,1.00000,
