epoch,train_loss,train_error,valid_loss,valid_error,test_error
001,0.452234,0.182444,0.37148,0.14200,
002,0.219465,0.092000,0.40546,0.14200,
003,0.099677,0.036444,0.51214,0.13600,
004,0.030815,0.007778,0.67411,0.13600,
005,0.011603,0.002000,0.71333,0.13800,
