epoch,train_loss,train_error,valid_loss,valid_error,test_error
001,0.581495,0.227000,0.39918,0.19200,
002,0.232933,0.089000,0.39135,0.17000,
003,0.092061,0.030000,0.44283,0.16600,
004,0.029157,0.005500,0.49986,0.17200,
005,0.010185,0.000500,0.55719,0.16000,
006,0.005885,0.000000,0.52875,0.15200,
007,0.005421,0.000000,0.55041,0.15400,
008,0.005253,0.000000,0.53467,0.14800,
009,0.004986,0.000000,0.53795,0.15200,
010,0.004247,0.000000,0.53942,0.15400,
