epoch,train_loss,train_error,valid_loss,valid_error,test_error
001,0.390010,0.164105,0.33019,0.14600,
002,0.228194,0.095684,0.32597,0.14600,
003,0.138178,0.052632,0.39010,0.15600,
004,0.056204,0.020316,0.52053,0.17200,
005,0.039281,0.014947,0.77841,0.20800,
006,0.029148,0.010000,0.58192,0.14000,
007,0.013350,0.003368,0.58666,0.13800,
008,0.007997,0.001579,0.56284,0.14200,
009,0.006186,0.001053,0.57574,0.14000,
010,0.007131,0.001158,0.54935,0.13800,
